,Model,accuracy,confusion,f1,precision,recall,train_size
153,SVM Hybrid,0.8728584310189358,"[[230.6   4.8  16.8   7.    2.8]
 [  4.8 222.8   2.4   4.    4.6]
 [ 13.4   4.4 110.8  17.6   2.6]
 [ 10.2   3.8  32.4 242.6   0. ]
 [  3.8   4.    0.6   1.  161.2]]",0.8657866139833473,0.8642929580443142,0.8690625252999002,1240
154,SVM Hybrid B,0.866726780883679,"[[2.288e+02 4.400e+00 1.740e+01 9.400e+00 3.200e+00]
 [4.200e+00 2.216e+02 3.200e+00 2.200e+00 3.600e+00]
 [1.640e+01 5.200e+00 1.106e+02 1.960e+01 3.600e+00]
 [9.400e+00 4.000e+00 3.180e+01 2.396e+02 2.000e-01]
 [4.000e+00 4.600e+00 0.000e+00 1.400e+00 1.606e+02]]",0.8596376581170724,0.85879723104081,0.8617090532540717,1240
155,SVM BoW,0.8681010289990645,"[[2.178e+02 3.600e+00 1.640e+01 8.000e+00 3.200e+00]
 [4.000e+00 2.172e+02 3.400e+00 3.400e+00 3.000e+00]
 [1.820e+01 4.000e+00 1.074e+02 2.000e+01 3.400e+00]
 [8.800e+00 3.200e+00 2.920e+01 2.304e+02 2.000e-01]
 [3.600e+00 4.000e+00 2.000e-01 1.200e+00 1.552e+02]]",0.8610469789989891,0.8607761671162308,0.8626353165912899,1280
156,SVM TFIDF,0.8709073900841908,"[[2.210e+02 4.600e+00 1.780e+01 5.600e+00 2.600e+00]
 [3.600e+00 2.156e+02 3.000e+00 4.000e+00 3.000e+00]
 [1.500e+01 3.400e+00 1.032e+02 1.820e+01 2.200e+00]
 [9.000e+00 3.400e+00 3.160e+01 2.342e+02 2.000e-01]
 [3.800e+00 5.000e+00 1.000e+00 1.000e+00 1.570e+02]]",0.8623757898007188,0.8615867590589279,0.865398248960789,1280
157,SVM W2V,0.5468662301216091,"[[142.6  23.6  42.   26.4  26.6]
 [ 39.  153.6  19.6  30.2  30.8]
 [  8.4   5.2  27.2  10.2   8.8]
 [ 42.8  35.   52.  181.8  19.4]
 [ 19.6  14.6  15.8  14.4  79.4]]",0.507806638282705,0.5160119616713772,0.5365014626677963,1280
158,SVM Hybrid,0.873713751169317,"[[223.4   4.8  17.4   6.6   2.6]
 [  4.  214.8   2.6   3.8   3.8]
 [ 11.6   4.  105.2  17.6   2.2]
 [  9.6   4.   31.  234.2   0. ]
 [  3.8   4.4   0.4   0.8 156.4]]",0.8661618525787158,0.8645420153143262,0.8696087711324694,1280
159,SVM Hybrid B,0.8675397567820392,"[[2.212e+02 4.200e+00 1.720e+01 8.400e+00 3.000e+00]
 [3.600e+00 2.146e+02 3.200e+00 2.200e+00 3.600e+00]
 [1.460e+01 5.000e+00 1.054e+02 1.920e+01 3.600e+00]
 [9.200e+00 3.600e+00 3.080e+01 2.316e+02 2.000e-01]
 [3.800e+00 4.600e+00 0.000e+00 1.600e+00 1.546e+02]]",0.8598841088028412,0.8588070729414783,0.862028711654456,1280
160,SVM BoW,0.8723032069970845,"[[2.094e+02 3.200e+00 1.500e+01 7.000e+00 2.600e+00]
 [3.800e+00 2.108e+02 2.800e+00 3.200e+00 2.800e+00]
 [1.720e+01 4.000e+00 1.050e+02 1.960e+01 3.200e+00]
 [8.200e+00 3.200e+00 2.740e+01 2.226e+02 2.000e-01]
 [3.400e+00 3.400e+00 6.000e-01 6.000e-01 1.498e+02]]",0.8655909463911753,0.8653925607414161,0.8668537196811286,1320
161,SVM TFIDF,0.8777453838678329,"[[213.2   3.6  16.4   6.2   2.4]
 [  3.2 211.    2.8   3.8   3.6]
 [ 14.2   3.  102.4  15.8   2. ]
 [  8.    3.4  27.6 226.    0. ]
 [  3.4   3.6   1.6   1.2 150.6]]",0.8696684608102856,0.8688199395354845,0.8722604871478904,1320
162,SVM W2V,0.551603498542274,"[[139.2  21.8  40.6  26.6  25.8]
 [ 35.4 149.   19.   28.8  27.4]
 [  8.8   5.2  26.4   8.6   8.4]
 [ 40.8  33.6  49.4 175.2  19.2]
 [ 17.8  15.   15.4  13.8  77.8]]",0.5125853951360926,0.5206608168704383,0.5405017730790945,1320
163,SVM Hybrid,0.8763848396501459,"[[214.    3.4  16.2   6.    2.6]
 [  3.2 208.4   2.    3.4   3.2]
 [ 11.8   3.6 102.8  16.6   2.2]
 [  9.2   4.6  29.2 226.    0. ]
 [  3.8   4.6   0.6   1.  150.6]]",0.868952954151432,0.8678129775101702,0.87183482861439,1320
164,SVM Hybrid B,0.8723032069970845,"[[2.124e+02 3.600e+00 1.560e+01 7.400e+00 2.800e+00]
 [2.400e+00 2.090e+02 2.600e+00 2.600e+00 2.800e+00]
 [1.340e+01 4.400e+00 1.026e+02 1.860e+01 3.000e+00]
 [1.000e+01 3.800e+00 2.980e+01 2.238e+02 2.000e-01]
 [3.800e+00 3.800e+00 2.000e-01 6.000e-01 1.498e+02]]",0.8652186036146412,0.8639966158908582,0.8676457369757717,1320
165,SVM BoW,0.8738119312436805,"[[200.6   3.2  14.2   7.2   2.2]
 [  3.2 201.2   3.    3.    2.4]
 [ 16.    3.6 103.   17.6   2.8]
 [  7.8   3.2  26.  215.    0.6]
 [  3.6   3.8   0.6   0.8 144.4]]",0.8675365511807923,0.867538161292798,0.8687352681331418,1360
166,SVM TFIDF,0.8762386248736096,"[[2.036e+02 3.800e+00 1.560e+01 6.000e+00 1.800e+00]
 [3.200e+00 2.014e+02 3.200e+00 3.800e+00 3.400e+00]
 [1.320e+01 3.000e+00 9.880e+01 1.480e+01 1.800e+00]
 [7.600e+00 2.600e+00 2.780e+01 2.176e+02 2.000e-01]
 [3.600e+00 4.200e+00 1.400e+00 1.400e+00 1.452e+02]]",0.8682805303129089,0.8675970089560543,0.8711558583945077,1360
167,SVM W2V,0.5496461071789687,"[[134.6  22.2  41.   24.4  25.8]
 [ 32.6 142.2  19.2  29.4  27.2]
 [  7.4   5.2  23.8   8.2   7.6]
 [ 39.2  31.8  47.6 169.2  18. ]
 [ 17.4  13.6  15.2  12.4  73.8]]",0.508777154250681,0.5181821168334733,0.5391156052890003,1360
168,SVM Hybrid,0.8778564206268958,"[[205.4   4.4  15.4   7.2   2.2]
 [  2.6 199.    2.4   4.    3. ]
 [ 11.4   3.6 100.2  13.2   1.8]
 [  8.    4.   28.2 218.2   0. ]
 [  3.8   4.    0.6   1.  145.4]]",0.8711160756746732,0.869846583659335,0.8746974856421194,1360
169,SVM Hybrid B,0.8711830131445906,"[[2.026e+02 3.800e+00 1.540e+01 7.800e+00 2.800e+00]
 [2.200e+00 2.004e+02 2.800e+00 2.800e+00 2.400e+00]
 [1.320e+01 3.800e+00 9.900e+01 1.700e+01 2.600e+00]
 [9.600e+00 3.600e+00 2.940e+01 2.152e+02 2.000e-01]
 [3.600e+00 3.400e+00 2.000e-01 8.000e-01 1.444e+02]]",0.8646079238533801,0.8632555444418475,0.8674879243236537,1360
170,SVM BoW,0.8731296101159115,"[[190.2   3.4  14.4   6.    2.4]
 [  3.4 194.6   2.8   2.8   2.4]
 [ 15.2   3.6  97.8  16.    2.8]
 [  8.2   2.4  26.2 208.2   0.6]
 [  3.2   2.6   0.8   1.2 137.8]]",0.8664825744362952,0.8661651151959611,0.8684081108747537,1400
171,SVM TFIDF,0.8758693361433089,"[[193.    4.   15.8   6.2   2. ]
 [  3.4 194.4   3.2   3.    3.4]
 [ 12.8   2.8  94.4  13.2   1.8]
 [  7.6   2.4  27.6 210.6   0. ]
 [  3.4   3.    1.    1.2 138.8]]",0.8678801535620474,0.8668060837286236,0.8713774778465379,1400
172,SVM W2V,0.5447839831401475,"[[125.8  22.2  39.8  25.6  26. ]
 [ 32.6 136.   19.   27.4  26. ]
 [  6.8   5.   22.4   8.    6.6]
 [ 37.6  30.2  46.6 161.8  16.4]
 [ 17.4  13.2  14.2  11.4  71. ]]",0.504368162726066,0.5145657423175407,0.5364042562538571,1400
173,SVM Hybrid,0.8765015806111697,"[[195.    4.4  15.    6.4   2.4]
 [  2.4 191.2   2.8   4.    3. ]
 [ 10.6   3.8  95.8  11.8   1.8]
 [  8.6   4.   27.8 211.    0. ]
 [  3.6   3.2   0.6   1.  138.8]]",0.8697026480584465,0.8681360150166466,0.8740137330680693,1400
174,SVM Hybrid B,0.8710221285563751,"[[193.    3.6  15.8   7.    3. ]
 [  2.2 192.8   2.8   2.6   2.6]
 [ 12.6   3.6  95.   15.2   2.6]
 [  8.8   3.8  28.  208.4   0.4]
 [  3.6   2.8   0.4   1.  137.4]]",0.8640374620649662,0.8624467947594875,0.8673217309322521,1400
175,SVM BoW,0.8732673267326734,"[[183.6   4.   13.8   6.4   2.6]
 [  2.6 186.8   2.8   3.    2.4]
 [ 13.8   3.2  93.2  15.4   2.6]
 [  7.8   3.2  24.8 198.2   0.6]
 [  2.8   2.4   0.2   0.8 132. ]]",0.8666857668284228,0.8657106128137645,0.8689146448779924,1440
176,SVM TFIDF,0.8756875687568757,"[[1.852e+02 3.600e+00 1.520e+01 6.200e+00 2.000e+00]
 [2.800e+00 1.872e+02 2.800e+00 3.200e+00 3.000e+00]
 [1.200e+01 2.400e+00 8.960e+01 1.240e+01 1.800e+00]
 [7.400e+00 3.600e+00 2.600e+01 2.008e+02 2.000e-01]
 [3.200e+00 2.800e+00 1.200e+00 1.200e+00 1.332e+02]]",0.8674510580936996,0.8660343581110974,0.8710920991693039,1440
177,SVM W2V,0.5465346534653465,"[[121.6  21.4  37.2  24.   25. ]
 [ 29.6 131.   18.4  26.8  23.4]
 [  6.6   4.8  22.6   8.8   6. ]
 [ 36.6  29.6  44.4 153.6  17.8]
 [ 16.2  12.8  12.2  10.6  68. ]]",0.5077015201712551,0.5163334562247641,0.5402952749161398,1440
178,SVM Hybrid,0.8765676567656765,"[[186.8   3.8  14.2   6.8   2.6]
 [  2.  185.    2.8   3.6   3. ]
 [ 11.4   3.4  91.6  11.8   2. ]
 [  7.4   4.   25.6 200.8   0. ]
 [  3.    3.4   0.6   0.8 132.6]]",0.8691554681339013,0.8675823923370096,0.873050868609158,1440
179,SVM Hybrid B,0.8723872387238725,"[[185.6   3.6  13.8   7.2   3. ]
 [  1.8 186.2   2.6   2.4   2.8]
 [ 11.8   3.2  90.8  14.2   2.6]
 [  8.4   3.8  27.2 199.    0.4]
 [  3.    2.8   0.4   1.  131.4]]",0.8651370103676422,0.8631363949707451,0.8687131549248772,1440
180,SVM BoW,0.8750287686996547,"[[174.2   3.2  12.2   4.8   2.4]
 [  2.2 177.4   2.8   2.8   2.2]
 [ 14.    3.8  90.8  15.2   2.4]
 [  7.2   3.   22.8 191.4   0.6]
 [  2.8   3.2   0.4   0.6 126.6]]",0.8684950345294666,0.8680652085660269,0.8701220543087953,1480
181,SVM TFIDF,0.8750287686996547,"[[175.6   3.8  13.6   5.8   1.8]
 [  2.6 177.2   2.8   3.    3.2]
 [ 11.2   2.6  87.2  11.6   1.8]
 [  7.8   3.4  24.4 193.    0. ]
 [  3.2   3.6   1.    1.4 127.4]]",0.867355463769659,0.8661595101426022,0.8705974877964338,1480
182,SVM W2V,0.5468354430379747,"[[116.8  20.8  36.   22.6  23. ]
 [ 27.  125.4  17.   27.   23.4]
 [  6.4   3.8  20.6   8.    5.8]
 [ 33.8  27.8  42.8 147.4  17. ]
 [ 16.4  12.8  12.6   9.8  65. ]]",0.5062658202040736,0.5159963978341084,0.5385338061553604,1480
183,SVM Hybrid,0.8796317606444187,"[[177.2   3.6  13.6   5.6   2.4]
 [  1.8 177.6   2.6   3.4   2.8]
 [ 10.2   3.2  89.   11.    1.8]
 [  8.    2.8  23.4 193.4   0. ]
 [  3.2   3.4   0.4   1.4 127.2]]",0.8725041713597459,0.8712211257501383,0.8760006542278216,1480
184,SVM Hybrid B,0.8741081703107019,"[[175.2   3.6  13.    6.2   3. ]
 [  1.8 177.4   2.6   2.8   2.4]
 [ 12.    3.2  89.2  13.4   2.2]
 [  7.6   3.4  24.  191.4   0.2]
 [  3.8   3.    0.2   1.  126.4]]",0.8672121119641204,0.8660360845099092,0.8696867604489338,1480
185,SVM BoW,0.8772014475271412,"[[167.4   3.2  11.8   5.2   2.2]
 [  2.2 170.    2.8   3.4   2.2]
 [ 12.8   3.4  85.8  12.2   2.4]
 [  7.4   2.   22.  183.4   0.6]
 [  2.2   2.4   0.6   0.8 120.6]]",0.8704502554526721,0.8694886345778204,0.8726343340310235,1520
186,SVM TFIDF,0.8781664656212304,"[[169.6   3.2  12.8   5.6   1.8]
 [  2.4 170.    3.8   2.4   3.2]
 [ 10.2   2.4  81.6  10.4   1.6]
 [  6.8   2.6  24.  185.6   0.2]
 [  3.    2.8   0.8   1.  121.2]]",0.8696290764434791,0.8678923771177083,0.8738433495439525,1520
187,SVM W2V,0.5510253317249699,"[[112.6  19.4  34.4  21.2  22.6]
 [ 25.  119.   16.2  24.8  21.2]
 [  6.8   4.   21.4   7.8   6. ]
 [ 32.6  25.6  39.4 142.2  16.6]
 [ 15.   13.   11.6   9.   61.6]]",0.5116755942634738,0.520117570687581,0.5423265883729005,1520
188,SVM Hybrid,0.8796139927623642,"[[169.    3.2  13.8   5.    2.2]
 [  2.2 169.6   2.4   3.    2.6]
 [ 10.    2.4  83.6  10.4   1.8]
 [  8.    2.4  22.8 185.6   0. ]
 [  2.8   3.4   0.4   1.  121.4]]",0.872018408856104,0.8703895191599138,0.8760938471356277,1520
189,SVM Hybrid B,0.8757539203860073,"[[167.6   3.   12.6   5.6   2.8]
 [  2.  169.8   2.8   2.4   2.4]
 [ 11.    3.   84.8  12.8   1.8]
 [  8.    2.8  22.6 183.2   0.4]
 [  3.4   2.4   0.2   1.  120.6]]",0.8688519322050082,0.8674247251001462,0.8716334926830426,1520
190,SVM BoW,0.879340937896071,"[[158.4   2.2  11.    4.6   1.8]
 [  2.2 163.6   3.2   2.6   2.2]
 [ 11.4   3.   80.6  12.    2.4]
 [  6.    1.8  23.4 175.4   0. ]
 [  2.6   2.6   0.    0.2 115.8]]",0.8718259614031533,0.870989360259626,0.8746131486888684,1560
191,SVM TFIDF,0.8768060836501901,"[[158.4   2.8  12.6   5.    1.8]
 [  3.4 163.    3.    2.6   2.6]
 [  9.6   2.6  78.2  10.6   1.8]
 [  6.4   2.   23.8 176.2   0. ]
 [  2.8   2.8   0.6   0.4 116. ]]",0.8686204728138588,0.8672441601261498,0.8727185551610035,1560
192,SVM W2V,0.552598225602028,"[[106.6  18.8  35.   19.6  21.2]
 [ 23.8 114.8  15.2  23.   19.6]
 [  5.6   3.   19.4   8.4   6. ]
 [ 30.4  24.8  38.2 135.4  15.6]
 [ 14.2  11.8  10.4   8.4  59.8]]",0.5126078667269933,0.5220318392072267,0.5425616145355757,1560
193,SVM Hybrid,0.8798479087452471,"[[159.4   2.8  12.8   5.6   2.2]
 [  2.8 163.6   2.4   3.2   2.4]
 [  9.2   2.   79.8   9.2   2.2]
 [  6.6   2.2  22.6 176.2   0.2]
 [  2.6   2.6   0.6   0.6 115.2]]",0.8722867165151194,0.8703045807658641,0.8772694962239097,1560
194,SVM Hybrid B,0.8790874524714829,"[[160.    2.8  12.    5.4   2.2]
 [  2.2 162.6   2.8   2.2   2. ]
 [  9.4   3.   81.   12.2   2. ]
 [  6.6   2.   22.2 174.4   0.4]
 [  2.4   2.8   0.2   0.6 115.6]]",0.8719227471498211,0.8705335816497266,0.8747552664778769,1560
195,SVM BoW,0.8769025367156209,"[[149.4   2.2  10.6   4.4   1.6]
 [  2.2 156.6   3.    2.4   2. ]
 [ 11.    2.8  76.2  11.2   2.4]
 [  6.    2.   23.  166.    0.2]
 [  2.2   2.    0.2   0.8 108.6]]",0.8695337036790335,0.8683688380503829,0.8726139374106527,1600
196,SVM TFIDF,0.879305740987984,"[[150.2   2.6  12.2   5.    1.6]
 [  3.  156.4   2.8   2.    2.2]
 [  8.8   2.4  74.6   9.    1.8]
 [  6.2   2.4  22.6 168.2   0. ]
 [  2.6   1.8   0.8   0.6 109.2]]",0.8714390583471584,0.8694321624907337,0.8762888576525432,1600
197,SVM W2V,0.5538050734312417,"[[101.6  19.6  33.2  18.2  20.2]
 [ 22.6 108.4  14.8  21.6  19. ]
 [  5.4   2.8  19.2   7.6   6.2]
 [ 28.4  23.4  36.  130.   13.8]
 [ 12.8  11.4   9.8   7.4  55.6]]",0.5143545364015719,0.5227804051583441,0.5435610945829137,1600
198,SVM Hybrid,0.879305740987984,"[[151.2   3.2  12.2   5.    2. ]
 [  2.6 156.    1.8   3.    2. ]
 [  8.4   2.   76.4   9.4   2.2]
 [  6.4   2.2  22.  166.6   0.2]
 [  2.2   2.2   0.6   0.8 108.4]]",0.8722341082640485,0.8702892251931406,0.8770485691955958,1600
199,SVM Hybrid B,0.8779706275033379,"[[150.4   2.6  11.6   5.    1.8]
 [  2.  156.4   2.4   2.4   2. ]
 [  9.6   3.   77.2  11.8   2.2]
 [  6.6   1.8  21.6 165.    0.2]
 [  2.2   1.8   0.2   0.6 108.6]]",0.8712156552482178,0.8697757242882787,0.8740869498697303,1600
200,SVM BoW,0.8809590973201692,"[[143.    2.2  10.    4.2   1.4]
 [  1.4 148.2   3.    2.2   1.8]
 [  9.8   2.2  73.4  10.4   2.2]
 [  5.8   1.8  21.  158.    0.4]
 [  2.4   1.2   0.2   0.8 102. ]]",0.8738812157169272,0.8723626444033329,0.8770847990373085,1640
201,SVM TFIDF,0.8795486600846262,"[[143.    2.   11.4   4.2   1.4]
 [  2.2 147.2   2.6   2.6   2.4]
 [  8.6   2.   71.2   8.4   1.8]
 [  5.8   2.8  21.8 160.    0. ]
 [  2.8   1.6   0.6   0.4 102.2]]",0.8717730624227903,0.8698319185569554,0.8767693062740598,1640
202,SVM W2V,0.5557122708039491,"[[ 95.8  17.6  32.   16.8  19.2]
 [ 21.2 103.6  13.6  22.2  17.4]
 [  5.6   2.2  18.2   6.6   5. ]
 [ 27.4  21.6  34.4 123.4  13.2]
 [ 12.4  10.6   9.4   6.6  53. ]]",0.516324495096057,0.5252315470588469,0.5480033182682558,1640
203,SVM Hybrid,0.8781382228490833,"[[143.2   2.8  12.    4.4   1.8]
 [  2.4 147.    2.2   3.2   2. ]
 [  8.4   1.6  72.2   8.6   2.2]
 [  6.4   2.4  20.8 158.6   0.2]
 [  2.    1.8   0.4   0.8 101.6]]",0.8712002848091996,0.8691066169633859,0.8762980895181185,1640
204,SVM Hybrid B,0.8784203102961918,"[[143.8   3.   10.6   4.6   1.8]
 [  1.4 146.2   2.4   2.    1.6]
 [  9.    2.6  74.2  11.4   2.2]
 [  6.4   2.2  20.2 157.    0.6]
 [  1.8   1.6   0.2   0.6 101.6]]",0.8722494973911553,0.8703535137406575,0.8755951976413987,1640
205,SVM BoW,0.88101644245142,"[[136.8   2.4   9.4   3.    1.6]
 [  1.6 138.2   2.6   2.4   1.6]
 [  9.2   2.2  67.8   9.8   2.4]
 [  5.4   1.6  21.2 151.4   0.2]
 [  1.8   0.6   0.2   0.4  95.2]]",0.8736915190863416,0.871409970601656,0.877980217775154,1680
206,SVM TFIDF,0.8789237668161434,"[[137.    2.4  10.8   3.4   1.6]
 [  2.  136.8   2.8   2.6   2.2]
 [  7.6   2.   66.    7.8   1.8]
 [  5.8   2.8  21.  152.8   0. ]
 [  2.4   1.    0.6   0.4  95.4]]",0.8710469574608167,0.8684952677509971,0.8768796484100101,1680
207,SVM W2V,0.5563527653213752,"[[ 90.4  15.6  28.   14.8  18.4]
 [ 21.   96.6  13.   21.6  16.4]
 [  5.4   2.2  17.4   6.    4.6]
 [ 25.8  20.8  33.2 118.2  12. ]
 [ 12.2   9.8   9.6   6.4  49.6]]",0.5168292298020869,0.5258614214480374,0.5478661316891451,1680
208,SVM Hybrid,0.8801195814648729,"[[136.8   2.8  11.    3.2   1.8]
 [  2.4 137.    2.    2.8   1.8]
 [  7.8   1.6  67.8   8.    2. ]
 [  6.    2.2  19.8 151.8   0. ]
 [  1.8   1.4   0.6   1.2  95.4]]",0.8728956889121374,0.870718506541403,0.8777469948161671,1680
209,SVM Hybrid B,0.8768310911808669,"[[136.8   3.    9.4   3.8   1.8]
 [  1.4 136.2   2.6   2.    1.8]
 [  8.6   2.6  69.4  11.    2.2]
 [  6.4   2.4  19.6 149.6   0.6]
 [  1.6   0.8   0.2   0.6  94.6]]",0.8707763109629614,0.8685215460568563,0.8745411621472357,1680
210,SVM BoW,0.8788553259141494,"[[125.    1.4   8.6   3.4   1.4]
 [  1.8 129.8   2.8   2.4   1.4]
 [  9.6   2.8  64.    9.    2.2]
 [  5.    1.8  19.8 143.8   0. ]
 [  1.6   0.4   0.2   0.6  90.2]]",0.8716630770525882,0.8702711352533825,0.8754231397764303,1720
211,SVM TFIDF,0.8798092209856915,"[[125.8   1.4  10.    3.4   1.2]
 [  2.4 129.6   2.6   2.4   1.8]
 [  7.    2.2  62.2   7.8   1.8]
 [  5.4   2.2  20.  145.4   0. ]
 [  2.4   0.8   0.6   0.2  90.4]]",0.8716660933056926,0.8698554399108834,0.87696042041874,1720
212,SVM W2V,0.5573926868044514,"[[ 84.   14.8  26.4  14.2  16.6]
 [ 19.   90.6  12.4  20.4  16.2]
 [  4.6   2.6  16.6   6.6   4.2]
 [ 23.8  19.2  31.  112.6  11.4]
 [ 11.6   9.    9.    5.4  46.8]]",0.5182899426191611,0.5271813070294847,0.5476515598643205,1720
213,SVM Hybrid,0.878537360890302,"[[126.6   2.6   9.8   3.6   1.8]
 [  2.2 128.4   2.    2.6   1.6]
 [  7.    1.6  63.4   8.2   1.8]
 [  5.6   2.4  19.8 144.2   0. ]
 [  1.6   1.2   0.4   0.6  90. ]]",0.8715114490790665,0.869428683641074,0.8767516074003033,1720
214,SVM Hybrid B,0.8788553259141494,"[[126.4   2.6   8.6   3.6   1. ]
 [  1.4 128.4   2.6   2.    1.6]
 [  8.    2.4  65.4  10.2   2.6]
 [  5.6   2.4  18.6 142.8   0.2]
 [  1.6   0.4   0.2   0.6  89.8]]",0.872518551867518,0.8708704862007526,0.8759178925254035,1720
215,SVM BoW,0.8811544991511034,"[[115.8   1.6   7.8   3.4   1.4]
 [  1.8 122.4   3.    2.4   1.4]
 [  8.4   2.   61.8   8.4   2. ]
 [  4.6   1.6  17.8 134.4   0.2]
 [  1.4   0.4   0.2   0.2  84.6]]",0.8746179220447632,0.8730668740013673,0.8790737905091346,1760
216,SVM TFIDF,0.8808149405772496,"[[116.6   1.6   9.4   2.4   1.4]
 [  2.6 122.    2.8   2.6   1.6]
 [  6.2   1.6  59.4   7.8   1.6]
 [  4.6   1.8  18.6 135.8   0. ]
 [  2.    1.    0.4   0.2  85. ]]",0.8730703720144926,0.8715121759520199,0.8784866763768141,1760
217,SVM W2V,0.5592529711375213,"[[ 78.6  14.   24.8  14.   14.8]
 [ 16.8  85.4  12.2  18.8  14.6]
 [  4.    2.   16.    5.6   4.6]
 [ 22.   18.4  28.8 104.6  10.8]
 [ 10.6   8.2   8.8   5.8  44.8]]",0.5212169283353807,0.5302232766837844,0.5514453424870913,1760
218,SVM Hybrid,0.8804753820033957,"[[117.2   2.4   9.6   3.8   1.2]
 [  2.2 121.    1.8   2.2   1.4]
 [  6.2   1.6  60.4   7.    2. ]
 [  5.    2.   18.6 135.    0. ]
 [  1.4   1.    0.2   0.8  85. ]]",0.8740022611645835,0.8719136174508867,0.8794737727029437,1760
219,SVM Hybrid B,0.8791171477079797,"[[117.4   2.8   8.8   3.6   1. ]
 [  1.2 120.6   1.8   2.    1.2]
 [  6.8   2.   62.4  10.    2.6]
 [  5.2   1.8  17.2 132.8   0.2]
 [  1.4   0.8   0.4   0.4  84.6]]",0.8730217120770101,0.8715990833168903,0.8763202980742004,1760
220,SVM BoW,0.8852459016393442,"[[110.2   1.6   6.4   3.    1.2]
 [  1.6 115.6   2.2   2.2   1.4]
 [  7.8   1.6  57.4   7.6   1.8]
 [  4.2   1.2  16.4 125.8   0. ]
 [  1.6   0.6   0.2   0.4  77. ]]",0.8782724154832143,0.8770458385649518,0.8823141123711778,1800
221,SVM TFIDF,0.8837887067395265,"[[111.2   1.6   8.2   2.6   1.4]
 [  2.4 114.4   2.4   3.    1.4]
 [  6.2   1.4  55.    6.    1.4]
 [  3.8   2.4  16.6 127.4   0. ]
 [  1.8   0.8   0.4   0.   77.2]]",0.8759112473565722,0.8740479571277214,0.881910041168647,1800
222,SVM W2V,0.5653916211293261,"[[74.6 13.  22.2 13.4 14.2]
 [16.4 80.   9.6 15.8 13.6]
 [ 4.6  2.  16.   5.2  4. ]
 [19.8 18.  26.  99.4  9.2]
 [10.   7.6  8.8  5.2 40.4]]",0.5275596369396682,0.5343245041069827,0.5558567331011728,1800
223,SVM Hybrid,0.8805100182149361,"[[112.    2.2   9.    3.4   1.2]
 [  2.4 114.    1.6   2.6   1.4]
 [  5.4   1.6  55.4   7.2   1.8]
 [  4.6   1.8  16.4 125.2   0.2]
 [  1.    1.    0.2   0.6  76.8]]",0.8737499231303166,0.871623674400438,0.8790136793226571,1800
224,SVM Hybrid B,0.8790528233151184,"[[111.    2.    7.8   3.6   0.8]
 [  1.6 114.4   1.8   2.2   1.4]
 [  6.6   2.   57.4   9.4   2.4]
 [  5.    1.6  15.4 123.2   0.2]
 [  1.2   0.6   0.2   0.6  76.6]]",0.8727030033022508,0.8716574811999372,0.8755805401658193,1800
225,SVM BoW,0.886836935166994,"[[101.6   1.2   6.2   2.6   1.2]
 [  1.2 108.    1.6   2.2   1.2]
 [  6.6   1.4  51.4   7.    1.6]
 [  4.2   1.6  15.4 117.8   0. ]
 [  1.4   0.6   0.    0.4  72.6]]",0.8789984712759097,0.876791120891397,0.8833415367819942,1840
226,SVM TFIDF,0.8856581532416504,"[[101.6   1.4   6.8   2.4   1.6]
 [  1.8 106.8   1.8   2.    1.2]
 [  6.4   1.   50.4   5.8   1.4]
 [  3.4   2.8  15.6 119.6   0. ]
 [  1.8   0.8   0.    0.2  72.4]]",0.8771202131533444,0.87453835717278,0.8827525670467551,1840
227,SVM W2V,0.5705304518664047,"[[67.4 12.4 20.6 13.2 12.2]
 [14.4 76.2  6.8 14.  12.8]
 [ 4.6  1.8 14.6  4.4  4.2]
 [18.6 16.2 24.8 93.6  8.8]
 [10.   6.2  7.8  4.8 38.6]]",0.5318334303951271,0.5380408666107122,0.5604358225838812,1840
228,SVM Hybrid,0.8836935166994107,"[[102.2   1.8   7.8   2.6   1.2]
 [  2.  107.4   1.4   2.4   1. ]
 [  5.8   1.2  50.    7.    1.8]
 [  4.    1.4  15.2 117.8   0.2]
 [  1.    1.    0.2   0.2  72.4]]",0.8752351002757571,0.8729714191518747,0.8802449838177525,1840
229,SVM Hybrid B,0.881728880157171,"[[101.8   1.8   6.4   3.4   0.8]
 [  1.6 106.8   1.8   1.8   1.2]
 [  6.    1.8  51.6   8.2   2.2]
 [  4.6   1.8  14.6 116.2   0. ]
 [  1.    0.6   0.2   0.4  72.4]]",0.8743523060061552,0.8725496749659305,0.8780383042997164,1840
230,SVM BoW,0.8895522388059701,"[[ 92.8   1.2   5.6   2.4   1.2]
 [  0.8 101.6   1.6   2.4   1. ]
 [  6.2   1.   46.8   6.    1.4]
 [  3.6   1.6  13.8 107.8   0.2]
 [  1.2   0.4   0.    0.2  68.2]]",0.8813358211319496,0.878709215836985,0.8863354637692822,1880
231,SVM TFIDF,0.8874200426439233,"[[ 93.6   0.8   7.2   2.2   1.2]
 [  1.4 100.4   1.6   1.6   1.2]
 [  4.8   1.   44.8   5.4   1.6]
 [  3.2   2.8  14.2 109.4   0. ]
 [  1.6   0.8   0.    0.2  68. ]]",0.877647650097565,0.8744702550982405,0.8842571180503226,1880
