,Model,accuracy,confusion,f1,precision,recall,train_size
131,LSTM Hybrid,0.993974732750243,"[[2.510e+02 0.000e+00 0.000e+00 0.000e+00 1.000e+00]
 [1.000e+00 2.416e+02 0.000e+00 4.000e-01 1.400e+00]
 [0.000e+00 0.000e+00 2.246e+02 8.000e-01 0.000e+00]
 [0.000e+00 4.000e-01 0.000e+00 1.572e+02 0.000e+00]
 [1.000e+00 0.000e+00 0.000e+00 2.000e-01 1.484e+02]]",0.9935678454713226,0.9931433842205866,0.9940246574930514,1320
132,LSTM BoW,0.9917087967644085,"[[2.426e+02 2.000e-01 2.000e-01 0.000e+00 2.000e+00]
 [1.000e+00 2.292e+02 6.000e-01 4.000e-01 2.000e-01]
 [0.000e+00 0.000e+00 2.138e+02 1.400e+00 0.000e+00]
 [0.000e+00 4.000e-01 4.000e-01 1.506e+02 0.000e+00]
 [0.000e+00 1.400e+00 0.000e+00 0.000e+00 1.446e+02]]",0.9914216362807883,0.9911417630998527,0.9917592799720696,1360
133,LSTM TFIDF,0.9884732052578362,"[[2.408e+02 8.000e-01 1.000e+00 0.000e+00 1.800e+00]
 [1.200e+00 2.294e+02 6.000e-01 6.000e-01 6.000e-01]
 [0.000e+00 2.000e-01 2.128e+02 1.400e+00 0.000e+00]
 [0.000e+00 4.000e-01 4.000e-01 1.502e+02 0.000e+00]
 [1.600e+00 4.000e-01 2.000e-01 2.000e-01 1.444e+02]]",0.9882446227657029,0.9879816580673628,0.988559041096476,1360
134,LSTM W2V,0.9951466127401416,"[[242.6   0.    0.    0.    1. ]
 [  1.  230.8   0.    0.4   1. ]
 [  0.    0.  215.    0.    0. ]
 [  0.    0.4   0.  151.    0. ]
 [  0.    0.    0.    1.  144.8]]",0.9947174808340747,0.9942799797434925,0.995176312337344,1360
135,LSTM Hybrid,0.993124368048534,"[[2.412e+02 0.000e+00 0.000e+00 0.000e+00 1.000e+00]
 [1.200e+00 2.304e+02 0.000e+00 4.000e-01 1.400e+00]
 [2.000e-01 0.000e+00 2.150e+02 8.000e-01 0.000e+00]
 [0.000e+00 4.000e-01 0.000e+00 1.512e+02 0.000e+00]
 [1.000e+00 4.000e-01 0.000e+00 0.000e+00 1.444e+02]]",0.9928658267683448,0.9926014423515575,0.9931764370318333,1360
136,LSTM BoW,0.9928345626975764,"[[2.332e+02 2.000e-01 0.000e+00 0.000e+00 2.000e+00]
 [8.000e-01 2.192e+02 6.000e-01 4.000e-01 2.000e-01]
 [0.000e+00 0.000e+00 2.056e+02 1.200e+00 0.000e+00]
 [0.000e+00 4.000e-01 4.000e-01 1.444e+02 0.000e+00]
 [2.000e-01 4.000e-01 0.000e+00 0.000e+00 1.398e+02]]",0.9925751020832729,0.9921067328495701,0.9930929464338017,1400
137,LSTM TFIDF,0.9900948366701792,"[[2.324e+02 2.000e-01 1.000e+00 0.000e+00 2.200e+00]
 [8.000e-01 2.192e+02 6.000e-01 4.000e-01 4.000e-01]
 [0.000e+00 0.000e+00 2.046e+02 1.600e+00 0.000e+00]
 [0.000e+00 4.000e-01 4.000e-01 1.440e+02 0.000e+00]
 [1.000e+00 4.000e-01 0.000e+00 0.000e+00 1.394e+02]]",0.989846458317625,0.9893492237108917,0.9903929325819826,1400
138,LSTM W2V,0.9945205479452055,"[[2.332e+02 0.000e+00 0.000e+00 0.000e+00 1.000e+00]
 [4.000e-01 2.198e+02 0.000e+00 6.000e-01 2.000e+00]
 [0.000e+00 0.000e+00 2.066e+02 0.000e+00 0.000e+00]
 [0.000e+00 4.000e-01 0.000e+00 1.452e+02 0.000e+00]
 [6.000e-01 0.000e+00 0.000e+00 2.000e-01 1.390e+02]]",0.9940366111192527,0.9934633753160325,0.9946634990535811,1400
139,LSTM Hybrid,0.9955742887249738,"[[232.6   0.    0.    0.    1. ]
 [  0.6 219.8   0.    0.4   0. ]
 [  0.    0.  206.6   0.8   0. ]
 [  0.    0.4   0.  144.8   0. ]
 [  1.    0.    0.    0.  141. ]]",0.9953624493701723,0.9952772964651763,0.9954620713861212,1400
140,LSTM BoW,0.9925192519251924,"[[2.230e+02 2.000e-01 0.000e+00 0.000e+00 1.800e+00]
 [0.000e+00 2.096e+02 6.000e-01 4.000e-01 4.000e-01]
 [0.000e+00 0.000e+00 1.986e+02 1.400e+00 0.000e+00]
 [0.000e+00 4.000e-01 4.000e-01 1.384e+02 0.000e+00]
 [8.000e-01 4.000e-01 0.000e+00 0.000e+00 1.326e+02]]",0.9920429322993858,0.991677671914309,0.9924592928644438,1440
141,LSTM TFIDF,0.9911991199119912,"[[2.228e+02 2.000e-01 1.000e+00 0.000e+00 1.800e+00]
 [0.000e+00 2.094e+02 6.000e-01 4.000e-01 2.000e-01]
 [0.000e+00 0.000e+00 1.976e+02 1.400e+00 0.000e+00]
 [0.000e+00 6.000e-01 4.000e-01 1.384e+02 0.000e+00]
 [1.000e+00 4.000e-01 0.000e+00 0.000e+00 1.328e+02]]",0.9908181520417862,0.9905222480921747,0.991170850050683,1440
142,LSTM W2V,0.9955995599559955,"[[2.224e+02 0.000e+00 0.000e+00 0.000e+00 1.600e+00]
 [0.000e+00 2.102e+02 0.000e+00 4.000e-01 2.000e-01]
 [0.000e+00 0.000e+00 1.996e+02 0.000e+00 0.000e+00]
 [0.000e+00 4.000e-01 0.000e+00 1.398e+02 0.000e+00]
 [1.400e+00 0.000e+00 0.000e+00 0.000e+00 1.330e+02]]",0.9952245872220373,0.9951654538201469,0.9952970276086491,1440
143,LSTM Hybrid,0.9951595159515951,"[[2.224e+02 0.000e+00 0.000e+00 0.000e+00 4.000e-01]
 [2.000e-01 2.102e+02 0.000e+00 4.000e-01 2.000e-01]
 [2.000e-01 0.000e+00 1.996e+02 8.000e-01 6.000e-01]
 [0.000e+00 4.000e-01 0.000e+00 1.388e+02 0.000e+00]
 [1.000e+00 0.000e+00 0.000e+00 2.000e-01 1.336e+02]]",0.9947106135698558,0.9946011209278106,0.9948576126538649,1440
144,LSTM BoW,0.993095512082854,"[[2.148e+02 2.000e-01 0.000e+00 0.000e+00 2.000e+00]
 [0.000e+00 1.990e+02 6.000e-01 4.000e-01 4.000e-01]
 [0.000e+00 0.000e+00 1.896e+02 8.000e-01 0.000e+00]
 [0.000e+00 4.000e-01 4.000e-01 1.330e+02 0.000e+00]
 [0.000e+00 8.000e-01 0.000e+00 0.000e+00 1.266e+02]]",0.9926531912274761,0.9922138285409217,0.9931462452059122,1480
145,LSTM TFIDF,0.9919447640966629,"[[2.140e+02 2.000e-01 4.000e-01 0.000e+00 1.800e+00]
 [0.000e+00 1.992e+02 6.000e-01 4.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 1.892e+02 1.400e+00 0.000e+00]
 [0.000e+00 4.000e-01 4.000e-01 1.324e+02 0.000e+00]
 [8.000e-01 6.000e-01 0.000e+00 0.000e+00 1.272e+02]]",0.9915254843958197,0.991233457417672,0.9918604619325331,1480
146,LSTM W2V,0.9958573072497122,"[[2.138e+02 0.000e+00 0.000e+00 0.000e+00 1.600e+00]
 [0.000e+00 2.000e+02 0.000e+00 4.000e-01 2.000e-01]
 [0.000e+00 0.000e+00 1.906e+02 0.000e+00 0.000e+00]
 [0.000e+00 4.000e-01 0.000e+00 1.338e+02 0.000e+00]
 [1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.272e+02]]",0.9954876308030602,0.9952974354552593,0.9956921651566267,1480
147,LSTM Hybrid,0.9958573072497124,"[[2.138e+02 0.000e+00 2.000e-01 0.000e+00 2.000e-01]
 [0.000e+00 2.000e+02 0.000e+00 2.000e-01 8.000e-01]
 [0.000e+00 0.000e+00 1.904e+02 8.000e-01 0.000e+00]
 [0.000e+00 4.000e-01 0.000e+00 1.332e+02 0.000e+00]
 [1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.280e+02]]",0.9955385744331968,0.995510132672522,0.995584793177742,1480
148,LSTM BoW,0.9942098914354645,"[[2.048e+02 4.000e-01 0.000e+00 0.000e+00 1.600e+00]
 [0.000e+00 1.910e+02 6.000e-01 4.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 1.802e+02 8.000e-01 0.000e+00]
 [0.000e+00 4.000e-01 2.000e-01 1.268e+02 0.000e+00]
 [2.000e-01 2.000e-01 0.000e+00 0.000e+00 1.214e+02]]",0.9940050047023803,0.9935222140374051,0.9945374274169858,1520
149,LSTM TFIDF,0.9920386007237637,"[[2.042e+02 2.000e-01 4.000e-01 0.000e+00 2.000e+00]
 [0.000e+00 1.912e+02 6.000e-01 4.000e-01 0.000e+00]
 [0.000e+00 0.000e+00 1.798e+02 1.400e+00 0.000e+00]
 [0.000e+00 4.000e-01 2.000e-01 1.262e+02 0.000e+00]
 [8.000e-01 2.000e-01 0.000e+00 0.000e+00 1.210e+02]]",0.9916964025578681,0.9911685424958883,0.992283947228346,1520
150,LSTM W2V,0.9946924004825091,"[[203.8   0.    0.    0.    1.4]
 [  0.  191.    0.    0.4   0.4]
 [  0.    0.  181.    0.    0. ]
 [  0.    0.4   0.  127.6   0. ]
 [  1.2   0.6   0.    0.  121.2]]",0.994191400029902,0.994252229478267,0.9941464862241309,1520
151,LSTM Hybrid,0.9946924004825091,"[[2.040e+02 2.000e-01 0.000e+00 0.000e+00 6.000e-01]
 [0.000e+00 1.914e+02 0.000e+00 4.000e-01 6.000e-01]
 [0.000e+00 0.000e+00 1.810e+02 8.000e-01 0.000e+00]
 [0.000e+00 4.000e-01 0.000e+00 1.264e+02 0.000e+00]
 [1.000e+00 0.000e+00 0.000e+00 4.000e-01 1.218e+02]]",0.9941470336870604,0.9940036862207411,0.9943310679958686,1520
152,LSTM BoW,0.9954372623574145,"[[194.8   0.2   0.    0.    0.8]
 [  0.  179.8   0.4   0.4   0. ]
 [  0.    0.  172.6   1.    0. ]
 [  0.    0.4   0.2 120.8   0. ]
 [  0.    0.2   0.    0.  117.4]]",0.9952124508592212,0.9948499705623016,0.9956047194089507,1560
153,LSTM TFIDF,0.9931558935361217,"[[193.8   0.2   0.    0.    1.8]
 [  0.2 179.8   0.4   0.4   0. ]
 [  0.    0.  172.6   0.8   0. ]
 [  0.    0.4   0.2 121.    0. ]
 [  0.8   0.2   0.    0.  116.4]]",0.992871936867697,0.9925368336948288,0.9932446858186014,1560
154,LSTM W2V,0.9951837769328264,"[[194.4   0.    0.    0.    1.2]
 [  0.  179.6   0.    0.6   0.6]
 [  0.    0.  173.2   0.    0. ]
 [  0.    0.4   0.  121.6   0. ]
 [  0.4   0.6   0.    0.  116.4]]",0.9946277577833204,0.9944236786568442,0.9948652289522437,1560
155,LSTM Hybrid,0.9954372623574145,"[[193.6   0.    0.    0.    0. ]
 [  0.  180.2   0.    0.4   0. ]
 [  0.    0.  173.2   0.8   0. ]
 [  0.    0.4   0.  120.2   0. ]
 [  1.2   0.    0.    0.8 118.2]]",0.9948234332286299,0.9951133657445551,0.9945973765714988,1560
156,LSTM BoW,0.994392523364486,"[[184.2   0.4   0.    0.    0.8]
 [  0.  169.8   0.4   0.4   0. ]
 [  0.    0.  165.    0.8   0. ]
 [  0.    0.2   0.2 113.6   0. ]
 [  0.6   0.4   0.    0.  112.2]]",0.9941800677807052,0.994073625187497,0.9943318103636869,1600
157,LSTM TFIDF,0.9951935914552736,"[[184.6   0.2   0.    0.    1.6]
 [  0.  170.2   0.4   0.4   0. ]
 [  0.    0.  165.    0.2   0. ]
 [  0.    0.2   0.2 114.2   0. ]
 [  0.2   0.2   0.    0.  111.4]]",0.9950404227672427,0.9945978365280685,0.9955308679056902,1600
158,LSTM W2V,0.9962616822429906,"[[184.8   0.    0.    0.    1. ]
 [  0.  169.8   0.    0.4   0.2]
 [  0.    0.  165.6   0.    0. ]
 [  0.    0.2   0.  114.4   0.2]
 [  0.    0.8   0.    0.  111.6]]",0.9958520608946925,0.9956141542812311,0.9961181154968279,1600
159,LSTM Hybrid,0.9949265687583445,"[[184.    0.    0.    0.    0. ]
 [  0.  170.4   0.    0.4   0.6]
 [  0.    0.  165.6   0.8   0. ]
 [  0.    0.2   0.  112.8   0. ]
 [  0.8   0.2   0.    0.8 112.4]]",0.9942663847115215,0.9942351738875701,0.994359218761458,1600
160,LSTM BoW,0.9960507757404795,"[[175.6   0.2   0.    0.    0.6]
 [  0.  161.8   0.4   0.4   0. ]
 [  0.    0.  155.2   0.8   0. ]
 [  0.    0.2   0.  106.6   0. ]
 [  0.    0.2   0.    0.  107. ]]",0.9959468173941074,0.9955200122755672,0.9964072178769262,1640
161,LSTM TFIDF,0.9966149506346967,"[[175.6   0.4   0.    0.    0.8]
 [  0.  161.6   0.4   0.4   0. ]
 [  0.    0.  155.2   0.    0. ]
 [  0.    0.2   0.  107.4   0. ]
 [  0.    0.2   0.    0.  106.8]]",0.9966875433794911,0.9963842108045899,0.997030258059963,1640
162,LSTM W2V,0.9971791255289141,"[[175.6   0.    0.    0.    0.6]
 [  0.  162.2   0.    0.4   0.4]
 [  0.    0.  155.6   0.    0. ]
 [  0.    0.2   0.  107.4   0.4]
 [  0.    0.    0.    0.  106.2]]",0.9967822724812485,0.9963207915241366,0.9972899549732839,1640
163,LSTM Hybrid,0.9983074753173484,"[[175.6   0.    0.    0.    0. ]
 [  0.  162.2   0.    0.4   0. ]
 [  0.    0.  155.6   0.6   0. ]
 [  0.    0.2   0.  106.8   0. ]
 [  0.    0.    0.    0.  107.6]]",0.9981747225923723,0.9979923890081814,0.9983712404066383,1640
164,LSTM BoW,0.9973094170403588,"[[167.    0.2   0.    0.    0.6]
 [  0.  154.2   0.4   0.2   0. ]
 [  0.    0.  144.6   0.    0. ]
 [  0.    0.2   0.  100.8   0. ]
 [  0.    0.2   0.    0.  100.6]]",0.997365895279372,0.997204316563535,0.997551360699981,1680
165,LSTM TFIDF,0.996711509715994,"[[167.    0.2   0.    0.    0.6]
 [  0.  154.    0.4   0.2   0. ]
 [  0.    0.  144.6   0.2   0. ]
 [  0.    0.2   0.  100.6   0. ]
 [  0.    0.4   0.    0.  100.6]]",0.9967217461620634,0.9965580841241991,0.9969170925008844,1680
166,LSTM W2V,0.9988041853512705,"[[167.    0.    0.    0.    0.2]
 [  0.  154.6   0.2   0.2   0. ]
 [  0.    0.  144.8   0.    0. ]
 [  0.    0.2   0.  100.8   0. ]
 [  0.    0.    0.    0.  101. ]]",0.9987361404733898,0.9986363748224214,0.9988482435102644,1680
167,LSTM Hybrid,0.9985052316890883,"[[167.    0.    0.    0.    0. ]
 [  0.  154.6   0.    0.2   0. ]
 [  0.    0.  145.    0.6   0. ]
 [  0.    0.2   0.  100.2   0. ]
 [  0.    0.    0.    0.  101.2]]",0.9983858957264247,0.9982760307640699,0.9985091404863373,1680
168,LSTM BoW,0.9971383147853736,"[[159.2   0.2   0.    0.    0.4]
 [  0.  142.4   0.4   0.4   0. ]
 [  0.    0.  135.8   0.    0. ]
 [  0.    0.2   0.   94.8   0. ]
 [  0.    0.2   0.    0.   95. ]]",0.9971052313721132,0.9968851285429464,0.9973470003945948,1720
169,LSTM TFIDF,0.997456279809221,"[[159.2   0.2   0.    0.    0.4]
 [  0.  142.4   0.4   0.2   0. ]
 [  0.    0.  135.8   0.    0. ]
 [  0.    0.2   0.   95.    0. ]
 [  0.    0.2   0.    0.   95. ]]",0.9974935862557551,0.997397949055767,0.9976084383030915,1720
170,LSTM W2V,0.9993640699523052,"[[159.2   0.    0.    0.    0. ]
 [  0.  142.8   0.    0.2   0. ]
 [  0.    0.  136.2   0.    0. ]
 [  0.    0.2   0.   95.    0. ]
 [  0.    0.    0.    0.   95.4]]",0.999320677809098,0.9993481028775146,0.9992991504854369,1720
171,LSTM Hybrid,0.9952305246422893,"[[158.4   0.    0.6   0.2   0. ]
 [  0.  142.8   0.    0.2   0. ]
 [  0.    0.  135.6   1.    0. ]
 [  0.    0.2   0.   93.8   0. ]
 [  0.8   0.    0.    0.   95.4]]",0.9951456182375356,0.9950891572117063,0.9952851918932076,1720
172,LSTM BoW,0.9969439728353141,"[[148.8   0.2   0.    0.    0.4]
 [  0.  131.2   0.4   0.2   0. ]
 [  0.    0.2 127.6   0.    0. ]
 [  0.    0.2   0.   89.4   0. ]
 [  0.    0.2   0.    0.   90.2]]",0.9970305100778175,0.9969460337807279,0.9971408245010729,1760
173,LSTM TFIDF,0.9966044142614601,"[[148.6   0.2   0.    0.    0.4]
 [  0.2 131.4   0.4   0.2   0. ]
 [  0.    0.  127.6   0.    0.2]
 [  0.    0.2   0.   89.4   0. ]
 [  0.    0.2   0.    0.   90. ]]",0.9966989844956989,0.9965762165122729,0.9968443586588942,1760
174,LSTM W2V,0.9986417657045841,"[[148.4   0.    0.    0.    0. ]
 [  0.  131.8   0.    0.2   0. ]
 [  0.    0.  128.    0.    0. ]
 [  0.    0.2   0.   89.4   0. ]
 [  0.4   0.    0.    0.   90.6]]",0.9985441791290034,0.998768943635685,0.9983332460732746,1760
175,LSTM Hybrid,0.9986417657045841,"[[148.8   0.    0.    0.    0. ]
 [  0.  131.8   0.    0.2   0. ]
 [  0.    0.  128.    0.4   0. ]
 [  0.    0.2   0.   89.    0. ]
 [  0.    0.    0.    0.   90.6]]",0.9985248468940288,0.9984618356595591,0.9986061296313398,1760
176,LSTM BoW,0.9974499089253188,"[[139.    0.2   0.    0.    0.4]
 [  0.  124.8   0.4   0.    0. ]
 [  0.    0.  120.2   0.    0. ]
 [  0.    0.2   0.   81.4   0. ]
 [  0.    0.2   0.    0.   82.2]]",0.9975496291662035,0.9974811601932199,0.9976390104957998,1800
177,LSTM TFIDF,0.9974499089253188,"[[139.    0.2   0.    0.    0.4]
 [  0.  124.8   0.4   0.    0. ]
 [  0.    0.  120.2   0.    0. ]
 [  0.    0.2   0.   81.4   0. ]
 [  0.    0.2   0.    0.   82.2]]",0.9975496291662035,0.9974811601932199,0.9976390104957998,1800
178,LSTM W2V,0.9996357012750454,"[[139.    0.    0.    0.    0. ]
 [  0.  125.2   0.    0.    0. ]
 [  0.    0.  120.6   0.    0. ]
 [  0.    0.2   0.   81.4   0. ]
 [  0.    0.    0.    0.   82.6]]",0.9996293436293436,0.9996923076923077,0.9995698924731183,1800
179,LSTM Hybrid,0.9989071038251366,"[[139.    0.    0.    0.    0. ]
 [  0.  125.2   0.    0.    0. ]
 [  0.    0.  120.6   0.4   0. ]
 [  0.    0.2   0.   81.    0. ]
 [  0.    0.    0.    0.   82.6]]",0.9988046971845648,0.9987399267399267,0.9988816632602988,1800
180,LSTM BoW,0.9968565815324165,"[[130.    0.2   0.    0.    0.4]
 [  0.  114.2   0.4   0.    0. ]
 [  0.    0.  112.4   0.    0. ]
 [  0.    0.4   0.   76.6   0. ]
 [  0.    0.2   0.    0.   74.2]]",0.9968968238502679,0.9968873401160128,0.9969356338708831,1840
181,LSTM TFIDF,0.9968565815324165,"[[129.8   0.2   0.    0.    0.4]
 [  0.  114.4   0.4   0.    0. ]
 [  0.    0.  112.4   0.    0. ]
 [  0.    0.2   0.   76.6   0. ]
 [  0.2   0.2   0.    0.   74.2]]",0.9969432650153415,0.9969512822900466,0.9969690147981167,1840
182,LSTM W2V,0.9988212180746562,"[[130.    0.    0.    0.    0. ]
 [  0.  114.8   0.    0.    0. ]
 [  0.    0.  112.8   0.4   0. ]
 [  0.    0.2   0.   76.2   0. ]
 [  0.    0.    0.    0.   74.6]]",0.9987373858869899,0.9986733523266856,0.9988150453075348,1840
183,LSTM Hybrid,0.9988212180746562,"[[130.    0.    0.    0.    0. ]
 [  0.  114.8   0.    0.    0. ]
 [  0.    0.  112.8   0.4   0. ]
 [  0.    0.2   0.   76.2   0. ]
 [  0.    0.    0.    0.   74.6]]",0.9987373858869899,0.9986733523266856,0.9988150453075348,1840
184,LSTM BoW,0.9965884861407248,"[[118.8   0.2   0.    0.    0.8]
 [  0.  104.2   0.4   0.    0. ]
 [  0.    0.  105.4   0.    0. ]
 [  0.    0.2   0.   72.    0. ]
 [  0.    0.    0.    0.   67. ]]",0.9966434464975575,0.996341615469554,0.9970157202951693,1880
185,LSTM TFIDF,0.9974413646055437,"[[118.8   0.2   0.    0.    0.4]
 [  0.  104.2   0.4   0.    0. ]
 [  0.    0.  105.4   0.    0. ]
 [  0.    0.2   0.   72.    0. ]
 [  0.    0.    0.    0.   67.4]]",0.9975319321326224,0.9974375058805129,0.9976555933781942,1880
186,LSTM W2V,0.9995735607675906,"[[118.8   0.    0.    0.    0. ]
 [  0.  104.4   0.    0.    0. ]
 [  0.    0.  105.8   0.    0. ]
 [  0.    0.2   0.   72.    0. ]
 [  0.    0.    0.    0.   67.8]]",0.9995623506377587,0.9996491228070175,0.9994805194805195,1880
187,LSTM Hybrid,0.9987206823027719,"[[118.8   0.    0.    0.    0. ]
 [  0.  104.4   0.    0.    0. ]
 [  0.    0.  105.8   0.4   0. ]
 [  0.    0.2   0.   71.6   0. ]
 [  0.    0.    0.    0.   67.8]]",0.9986470447062601,0.9986094603597602,0.9987002164502166,1880
188,LSTM BoW,0.9976689976689975,"[[108.6   0.2   0.    0.    0.2]
 [  0.   94.6   0.4   0.    0. ]
 [  0.    0.   95.    0.    0. ]
 [  0.    0.2   0.   67.8   0. ]
 [  0.    0.    0.    0.   62. ]]",0.9977970641899022,0.9978363406540434,0.997782717003655,1920
189,LSTM TFIDF,0.9976689976689975,"[[108.6   0.2   0.    0.    0.2]
 [  0.   94.6   0.4   0.    0. ]
 [  0.    0.   95.    0.    0. ]
 [  0.    0.2   0.   67.8   0. ]
 [  0.    0.    0.    0.   62. ]]",0.9977970641899022,0.9978363406540434,0.997782717003655,1920
190,LSTM W2V,0.9995337995337994,"[[108.6   0.    0.    0.    0. ]
 [  0.   94.8   0.    0.    0. ]
 [  0.    0.   95.4   0.    0. ]
 [  0.    0.2   0.   67.8   0. ]
 [  0.    0.    0.    0.   62.2]]",0.9995226567561117,0.9996226415094339,0.9994285714285714,1920
191,LSTM Hybrid,0.9981351981351981,"[[108.6   0.    0.    0.    0.2]
 [  0.   94.8   0.    0.    0. ]
 [  0.    0.   95.4   0.4   0. ]
 [  0.    0.2   0.   67.4   0. ]
 [  0.    0.    0.    0.   62. ]]",0.9980558881354312,0.9979352155509084,0.9982008403361344,1920
192,LSTM BoW,0.9979434447300772,"[[99.   0.2  0.   0.   0.4]
 [ 0.  86.6  0.   0.   0. ]
 [ 0.   0.  86.4  0.   0. ]
 [ 0.   0.2  0.  60.2  0. ]
 [ 0.   0.   0.   0.  56. ]]",0.9980528937247947,0.9979499757389647,0.9981933980967487,1960
193,LSTM TFIDF,0.9974293059125964,"[[99.   0.2  0.   0.   0.2]
 [ 0.  86.6  0.   0.   0. ]
 [ 0.   0.  86.2  0.   0. ]
 [ 0.   0.2  0.2 60.2  0.2]
 [ 0.   0.   0.   0.  56. ]]",0.997202551007302,0.9972883058485713,0.9971685101206471,1960
194,LSTM W2V,0.9994858611825194,"[[99.   0.   0.   0.   0. ]
 [ 0.  86.8  0.   0.   0. ]
 [ 0.   0.  86.4  0.   0. ]
 [ 0.   0.2  0.  60.2  0. ]
 [ 0.   0.   0.   0.  56.4]]",0.9994711356267633,0.9995744680851064,0.999375,1960
195,LSTM Hybrid,0.9984575835475578,"[[99.   0.   0.   0.   0. ]
 [ 0.  86.8  0.   0.   0. ]
 [ 0.   0.  86.4  0.4  0. ]
 [ 0.   0.2  0.  59.8  0. ]
 [ 0.   0.   0.   0.  56.4]]",0.9983385595319969,0.9983033457648037,0.9983972222222223,1960
196,LSTM BoW,0.9988538681948423,"[[89.4  0.   0.   0.   0.2]
 [ 0.  78.2  0.   0.   0. ]
 [ 0.   0.  77.2  0.   0. ]
 [ 0.   0.2  0.  53.4  0. ]
 [ 0.   0.   0.   0.  50.4]]",0.9988354855669433,0.9988284171167429,0.9988601823708206,2000
197,LSTM TFIDF,0.9988538681948423,"[[89.4  0.   0.   0.   0.2]
 [ 0.  78.2  0.   0.   0. ]
 [ 0.   0.  77.2  0.   0. ]
 [ 0.   0.2  0.  53.4  0. ]
 [ 0.   0.   0.   0.  50.4]]",0.9988354855669433,0.9988284171167429,0.9988601823708206,2000
198,LSTM W2V,0.9982808022922637,"[[89.4  0.   0.4  0.   0. ]
 [ 0.  78.2  0.   0.   0. ]
 [ 0.   0.  76.8  0.   0. ]
 [ 0.   0.2  0.  53.4  0. ]
 [ 0.   0.   0.   0.  50.6]]",0.9984608744469444,0.9985355526990422,0.9984064872325742,2000
199,LSTM Hybrid,0.9982808022922637,"[[89.4  0.   0.   0.   0. ]
 [ 0.  78.2  0.   0.   0. ]
 [ 0.   0.  77.2  0.4  0. ]
 [ 0.   0.2  0.  53.   0. ]
 [ 0.   0.   0.   0.  50.6]]",0.9981331314507893,0.9981350618569659,0.9981607142857143,2000
200,LSTM BoW,0.998705501618123,"[[79.4  0.   0.   0.   0.2]
 [ 0.  68.4  0.   0.   0. ]
 [ 0.   0.  68.8  0.   0. ]
 [ 0.   0.2  0.  47.   0. ]
 [ 0.   0.   0.   0.  45. ]]",0.9986765361648698,0.9986520547945206,0.9987238095238095,2040
201,LSTM TFIDF,0.9974110032362461,"[[79.4  0.2  0.   0.   0.4]
 [ 0.  68.2  0.   0.   0. ]
 [ 0.   0.  68.8  0.   0. ]
 [ 0.   0.2  0.  47.   0. ]
 [ 0.   0.   0.   0.  44.8]]",0.9974836343054043,0.9972366701791359,0.9978046511627907,2040
202,LSTM W2V,0.9993527508090615,"[[79.4  0.   0.   0.   0. ]
 [ 0.  68.4  0.   0.   0. ]
 [ 0.   0.  68.8  0.   0. ]
 [ 0.   0.2  0.  47.   0. ]
 [ 0.   0.   0.   0.  45.2]]",0.9993200975269941,0.9994520547945205,0.9992000000000001,2040
203,LSTM Hybrid,0.996116504854369,"[[79.   0.   0.   0.   0. ]
 [ 0.4 68.4  0.   0.2  0.2]
 [ 0.   0.  68.8  0.2  0. ]
 [ 0.   0.2  0.  46.6  0. ]
 [ 0.   0.   0.   0.  45. ]]",0.996061820812001,0.9960447062344411,0.996203193318595,2040
204,LSTM BoW,0.9985130111524164,"[[69.   0.   0.   0.   0.2]
 [ 0.  60.4  0.   0.   0. ]
 [ 0.   0.  61.6  0.   0. ]
 [ 0.   0.2  0.  39.2  0. ]
 [ 0.   0.   0.   0.  38.4]]",0.9984420587657455,0.9984322344322344,0.9984838497033618,2080
205,LSTM TFIDF,0.9970260223048328,"[[69.   0.   0.   0.   0.2]
 [ 0.  60.4  0.   0.   0.4]
 [ 0.   0.  61.6  0.   0. ]
 [ 0.   0.2  0.  39.2  0. ]
 [ 0.   0.   0.   0.  38. ]]",0.9966891450128317,0.9964322344322344,0.9970552782747906,2080
206,LSTM W2V,0.9992565055762082,"[[69.   0.   0.   0.   0. ]
 [ 0.  60.4  0.   0.   0. ]
 [ 0.   0.  61.6  0.   0. ]
 [ 0.   0.2  0.  39.2  0. ]
 [ 0.   0.   0.   0.  38.6]]",0.9991960953201264,0.9993846153846153,0.9990243902439024,2080
207,LSTM Hybrid,0.9992565055762082,"[[69.   0.   0.   0.   0. ]
 [ 0.  60.4  0.   0.   0. ]
 [ 0.   0.  61.6  0.   0. ]
 [ 0.   0.2  0.  39.2  0. ]
 [ 0.   0.   0.   0.  38.6]]",0.9991960953201264,0.9993846153846153,0.9990243902439024,2080
208,LSTM BoW,0.9965065502183407,"[[56.8  0.   0.6  0.   0. ]
 [ 0.  51.6  0.   0.   0. ]
 [ 0.   0.  51.6  0.   0. ]
 [ 0.   0.2  0.  34.8  0. ]
 [ 0.   0.   0.   0.  33.4]]",0.9968855697886191,0.9970215633423181,0.9968888888888889,2120
