,Model,accuracy,confusion,execution_time,f1,precision,recall,test_time,train_size
0,SVM BoW,0.5349453461411062,"[[456.8  84.6  91.6  57.  161.6 152.2  57.4]
 [  2.2 332.2  72.8   7.4  36.   32.6  33.2]
 [  0.8  24.  245.    3.8  12.8  18.8   2.6]
 [  0.    7.6   5.8   0.8   3.6   3.    3.4]
 [ 15.   53.8  46.   11.   95.   76.4  49.2]
 [141.2  14.   21.8   3.6  30.8 281.2   8.4]
 [  0.8  20.8  12.8   1.6   9.8  12.2 204. ]]",0.002176809310913086,0.44661828414562377,0.45656725648553964,0.5232312627652197,0.02470860481262207,40
1,SVM TFIDF,0.5734349122225904,"[[413.6  36.2  26.   38.2  78.2 101.2  10.6]
 [ 12.8 360.   80.6  13.   58.6  47.6  39. ]
 [  1.8  29.8 280.8   6.6  18.4  22.8   6.2]
 [  0.    6.6   5.    1.    2.    2.4   1.8]
 [ 30.8  53.8  48.8  15.  132.8  82.8  43.2]
 [148.4  24.4  33.4   6.8  41.2 296.2  10.6]
 [  9.4  26.2  21.2   4.6  18.4  23.4 246.8]]",0.0020829200744628905,0.4913485849006868,0.5007246624097544,0.5290003374314163,0.023999595642089845,40
2,SVM W2V,0.3540907585293144,"[[3.522e+02 2.980e+01 2.580e+01 1.140e+01 2.480e+01 5.460e+01 3.480e+01]
 [5.980e+01 2.278e+02 1.252e+02 2.480e+01 1.108e+02 1.710e+02 1.092e+02]
 [3.280e+01 6.460e+01 1.882e+02 1.220e+01 3.560e+01 6.620e+01 4.840e+01]
 [4.000e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e-01 4.000e-01]
 [5.400e+01 8.580e+01 5.580e+01 1.400e+01 7.760e+01 7.200e+01 4.100e+01]
 [7.840e+01 5.000e+01 4.700e+01 1.120e+01 5.620e+01 1.328e+02 3.400e+01]
 [3.920e+01 7.900e+01 5.380e+01 1.160e+01 4.460e+01 7.960e+01 9.040e+01]]",0.011011743545532226,0.2725539864276613,0.29762300909705736,0.31360360996528786,0.10910987854003906,40
3,SVM Hybrid,0.5256045048029148,"[[4.106e+02 2.200e+01 1.120e+01 2.620e+01 4.000e+01 8.360e+01 1.760e+01]
 [1.800e+01 3.396e+02 9.740e+01 1.740e+01 8.680e+01 9.100e+01 5.860e+01]
 [8.200e+00 3.880e+01 2.790e+02 1.140e+01 3.260e+01 5.100e+01 2.200e+01]
 [0.000e+00 2.600e+00 1.000e+00 8.000e-01 4.000e-01 1.200e+00 8.000e-01]
 [3.220e+01 6.280e+01 4.640e+01 1.440e+01 1.232e+02 8.120e+01 3.900e+01]
 [1.386e+02 3.100e+01 3.480e+01 1.060e+01 4.520e+01 2.282e+02 1.480e+01]
 [9.200e+00 4.020e+01 2.600e+01 4.400e+00 2.140e+01 4.020e+01 2.054e+02]]",0.021427249908447264,0.4379927228443427,0.45657685014246613,0.5043853869621648,1.1082361221313477,40
4,SVM Hybrid B,0.5646902947996025,"[[476.6  57.8  70.   44.2 114.6 157.   27.4]
 [  2.8 340.   61.    8.   39.   28.   31.6]
 [  1.2  24.6 263.8   5.8  18.2  25.2   4.6]
 [  0.6   7.6   6.2   1.4   4.    5.    5.8]
 [ 28.2  72.2  60.4  19.6 133.2  88.8  50.4]
 [105.2  16.4  19.2   3.6  30.6 259.    7.6]
 [  2.2  18.4  15.2   2.6  10.   13.4 230.8]]",0.012802505493164062,0.4813781130396449,0.49037333977087333,0.5435673156809269,0.4987727165222168,40
5,SVM BoW,0.6409533400469956,"[[5.188e+02 6.260e+01 6.060e+01 5.160e+01 1.458e+02 1.464e+02 2.540e+01]
 [2.800e+00 3.680e+02 3.440e+01 6.200e+00 3.480e+01 2.640e+01 1.400e+01]
 [0.000e+00 1.860e+01 3.372e+02 3.600e+00 1.740e+01 1.900e+01 6.600e+00]
 [0.000e+00 6.200e+00 6.400e+00 2.600e+00 5.800e+00 4.800e+00 2.400e+00]
 [2.140e+01 4.160e+01 1.840e+01 1.060e+01 9.640e+01 5.120e+01 2.360e+01]
 [6.620e+01 2.060e+01 2.120e+01 6.800e+00 3.620e+01 3.130e+02 7.800e+00]
 [2.000e-01 1.300e+01 1.180e+01 1.800e+00 7.400e+00 8.000e+00 2.734e+02]]",0.0033881664276123047,0.5529824229031696,0.5531984355834335,0.6023469325391184,0.025475549697875976,80
6,SVM TFIDF,0.6382678751258812,"[[3.516e+02 2.180e+01 1.500e+01 3.460e+01 7.240e+01 7.240e+01 1.140e+01]
 [1.880e+01 4.004e+02 3.900e+01 1.060e+01 4.560e+01 3.460e+01 1.680e+01]
 [8.000e-01 2.140e+01 3.626e+02 5.000e+00 2.180e+01 2.380e+01 9.000e+00]
 [2.000e-01 3.400e+00 3.200e+00 2.800e+00 3.400e+00 4.200e+00 1.000e+00]
 [8.800e+01 4.140e+01 2.580e+01 1.580e+01 1.308e+02 5.640e+01 1.640e+01]
 [1.484e+02 2.640e+01 2.840e+01 9.800e+00 5.220e+01 3.622e+02 7.600e+00]
 [1.600e+00 1.580e+01 1.600e+01 4.600e+00 1.760e+01 1.520e+01 2.910e+02]]",0.003074312210083008,0.5587892265500345,0.5643303927371862,0.5920335393881195,0.025997352600097657,80
7,SVM W2V,0.3996643168848607,"[[3.846e+02 2.580e+01 2.220e+01 1.100e+01 2.180e+01 4.780e+01 2.860e+01]
 [4.480e+01 2.264e+02 1.168e+02 1.900e+01 8.640e+01 1.252e+02 7.780e+01]
 [2.740e+01 5.980e+01 1.962e+02 1.420e+01 3.520e+01 6.680e+01 4.940e+01]
 [2.000e-01 4.000e-01 0.000e+00 0.000e+00 0.000e+00 2.000e-01 4.000e-01]
 [5.420e+01 9.900e+01 5.680e+01 1.900e+01 1.028e+02 9.360e+01 5.460e+01]
 [7.700e+01 5.600e+01 5.720e+01 1.300e+01 6.500e+01 1.812e+02 4.300e+01]
 [2.120e+01 6.320e+01 4.080e+01 7.000e+00 3.260e+01 5.400e+01 9.940e+01]]",0.024426984786987304,0.3209414899991157,0.33758303221035024,0.3724145040209594,0.11512808799743653,80
8,SVM Hybrid,0.6132930513595166,"[[472.8  13.8   7.8  24.   36.4  86.4  12.4]
 [ 12.4 382.8  55.4  13.2  70.   59.   29. ]
 [  6.8  28.4 334.   10.2  34.6  54.2  21.4]
 [  0.    2.6   1.4   1.6   3.    3.    1.8]
 [ 51.8  60.8  46.6  19.4 135.8  93.   26.8]
 [ 62.4  27.6  31.   11.6  49.2 253.   14.8]
 [  3.2  14.6  13.8   3.2  14.8  20.2 247. ]]",0.043465614318847656,0.5279152146053226,0.5345254225737179,0.5769309061058279,1.031664991378784,80
9,SVM Hybrid B,0.650956696878147,"[[5.144e+02 3.640e+01 4.300e+01 3.680e+01 1.004e+02 1.598e+02 1.280e+01]
 [3.200e+00 3.842e+02 2.540e+01 6.600e+00 3.640e+01 2.240e+01 1.500e+01]
 [6.000e-01 2.220e+01 3.482e+02 5.400e+00 2.020e+01 2.640e+01 7.600e+00]
 [4.000e-01 6.000e+00 8.400e+00 5.400e+00 1.040e+01 6.600e+00 3.200e+00]
 [3.780e+01 4.960e+01 3.280e+01 1.880e+01 1.264e+02 6.780e+01 2.200e+01]
 [5.240e+01 1.920e+01 2.060e+01 7.600e+00 3.900e+01 2.780e+02 1.000e+01]
 [6.000e-01 1.300e+01 1.160e+01 2.600e+00 1.100e+01 7.800e+00 2.826e+02]]",0.028756189346313476,0.5695388308494893,0.5719960496122293,0.6062866058663517,0.49569997787475584,80
