,Model,accuracy,confusion,f1,precision,recall,train_size
34,MLP Hybrid B,0.8644889357218124,"[[192.8   5.4  16.2   6.6   3.6]
 [  3.6 190.    1.8   2.8   3.8]
 [ 12.4   3.8  98.2  19.4   3. ]
 [  7.4   5.   25.2 204.6   0.8]
 [  4.    2.4   0.6   0.8 134.8]]",0.8586208274086772,0.8573865728544947,0.8629160220081278,1400
35,MLP Hybrid B,0.8664466446644665,"[[188.4   5.8  19.    8.2   3.2]
 [  2.8 185.4   3.4   3.    4.4]
 [  9.    2.2  84.8  12.8   2. ]
 [  6.8   3.8  26.6 199.2   0.8]
 [  3.6   2.4   1.    0.6 129.8]]",0.8564125819295881,0.8539103758024706,0.8663062920984352,1440
36,MLP Hybrid B,0.8683544303797468,"[[176.2   5.   14.6   5.4   2.4]
 [  2.4 173.6   2.4   2.4   3. ]
 [ 10.2   2.8  85.   11.8   2.4]
 [  7.6   5.6  26.  194.    0.6]
 [  4.    3.6   1.    1.2 125.8]]",0.8599710576768829,0.8585693518120088,0.865662571552488,1480
37,MLP Hybrid B,0.8685162846803378,"[[170.    5.8  16.    8.2   3.2]
 [  2.8 168.    2.6   2.6   3. ]
 [  9.8   2.6  80.8  11.4   2. ]
 [  6.2   2.8  23.4 181.8   0.4]
 [  3.2   1.8   0.2   1.  119.4]]",0.8612839341225964,0.8588922015407915,0.8727091908338649,1520
38,MLP Hybrid B,0.8686945500633714,"[[157.2   3.   13.    4.6   2.4]
 [  4.  162.    3.4   3.4   3.8]
 [  9.8   1.4  75.4   8.6   2.4]
 [  6.2   4.4  26.2 177.6   0.4]
 [  3.4   2.4   0.2   0.6 113.2]]",0.8595367950302043,0.8575608660421729,0.8694451773414225,1560
39,MLP Hybrid B,0.865954606141522,"[[149.2   3.4  13.4   5.8   2.2]
 [  2.8 154.4   1.4   1.8   2.8]
 [ 10.4   1.8  70.4   9.    2.2]
 [  5.2   4.4  27.6 168.    1. ]
 [  3.2   1.6   0.2   0.2 106.6]]",0.8567232750488707,0.8542998568795251,0.8703267498004962,1600
40,MLP Hybrid B,0.8592383638928067,"[[142.    4.   15.2   4.6   3.2]
 [  1.8 143.6   1.4   1.4   2.2]
 [  8.4   2.   67.2  11.8   2.4]
 [  7.8   4.6  23.8 157.6   1.2]
 [  2.4   1.4   0.    0.2  98.8]]",0.8511594718459513,0.8472664097129959,0.8662394512720966,1640
41,MLP Hybrid B,0.8732436472346787,"[[140.4   4.8  13.2   5.8   2.6]
 [  2.2 135.    1.8   1.8   2. ]
 [  5.8   1.6  64.2   8.2   1.8]
 [  4.2   2.4  21.6 150.8   0.8]
 [  2.2   1.2   0.4   0.4  93.8]]",0.8644989585023766,0.8594779418527473,0.8799782550688388,1680
42,MLP Hybrid B,0.8686804451510334,"[[128.2   4.2  11.4   5.8   1.6]
 [  2.  126.8   2.    2.    2.4]
 [  7.2   1.8  64.8  13.    1.8]
 [  2.8   1.8  17.  137.6   0.4]
 [  2.8   1.6   0.2   0.8  89. ]]",0.8619878350165153,0.8618260925959355,0.8647813856843882,1720
43,MLP Hybrid B,0.861460101867572,"[[115.    2.4  11.8   5.6   1.8]
 [  3.  120.8   2.6   2.6   2.2]
 [  8.2   2.   57.4   9.6   2. ]
 [  3.6   1.8  18.4 130.8   0.2]
 [  2.2   1.    0.4   0.2  83.4]]",0.8535953968160372,0.8528999388423376,0.8614134788300063,1760
44,MLP Hybrid B,0.867030965391621,"[[110.    1.4   7.6   3.6   2. ]
 [  2.2 113.4   1.6   2.    2. ]
 [  6.4   2.   53.2   9.    1.6]
 [  4.8   3.2  20.2 124.4   0.8]
 [  2.    0.6   0.    0.   75. ]]",0.8596822903718158,0.8570430517984995,0.8703265692915625,1800
45,MLP Hybrid B,0.868369351669941,"[[100.8   1.4   7.    2.8   1.6]
 [  1.8 105.8   1.4   1.6   2.2]
 [  7.4   2.2  52.2  12.8   1.8]
 [  3.    2.6  14.  112.8   0.6]
 [  2.    0.8   0.    0.   70.4]]",0.8608115924717087,0.8598579669358957,0.8679951066810642,1840
46,MLP Hybrid B,0.8797441364605545,"[[ 96.2   3.    7.6   4.    2. ]
 [  1.2  99.6   1.4   1.6   2. ]
 [  4.    1.2  43.6   6.    1.2]
 [  2.4   1.2  15.  107.2   0.8]
 [  0.8   0.8   0.2   0.   66. ]]",0.8694738609527379,0.86375921443144,0.8806445841389019,1880
47,MLP Hybrid B,0.8662004662004662,"[[82.4  1.8  6.8  3.4  1.6]
 [ 1.8 90.4  1.2  1.4  1.6]
 [ 5.6  1.4 39.4  7.   1.6]
 [ 3.2  1.2 14.4 96.8  0.4]
 [ 2.   0.6  0.4  0.  62.6]]",0.8556013303401182,0.8543607947990454,0.8683292911996014,1920
48,MLP Hybrid B,0.8580976863753212,"[[74.4  1.4  4.4  3.4  1. ]
 [ 1.4 81.6  1.4  1.2  1.6]
 [ 8.4  1.6 42.4 14.6  2. ]
 [ 1.2  1.   7.8 79.8  0. ]
 [ 1.6  0.8  0.4  0.  55.6]]",0.8535913448904111,0.857623133616384,0.8589902178750275,1960
49,MLP Hybrid B,0.873352435530086,"[[71.   1.4  6.2  3.2  1.6]
 [ 1.2 72.4  1.2  1.   1.6]
 [ 2.8  0.8 30.2  3.   0.6]
 [ 2.6  1.6 12.8 82.   0.4]
 [ 0.8  1.   0.2  0.2 49.2]]",0.8614424148946856,0.8571299243349341,0.8764452095179462,2000
50,MLP Hybrid B,0.8776699029126214,"[[61.6  0.4  5.8  3.   0.6]
 [ 1.2 65.8  0.6  0.6  1. ]
 [ 3.   1.  30.2  6.2  1.2]
 [ 2.2  1.2  8.6 69.6  0.2]
 [ 0.6  0.4  0.   0.  44. ]]",0.8699899687243574,0.8676422573110539,0.875466364164222,2040
51,MLP Hybrid B,0.8795539033457249,"[[55.2  0.6  4.4  2.4  0.6]
 [ 0.8 58.4  1.   1.   1.2]
 [ 2.4  0.6 24.6  3.6  0.4]
 [ 1.8  1.4  8.6 61.8  0.4]
 [ 0.4  0.6  0.   0.2 36.6]]",0.8701532670766563,0.8675389280002992,0.882820493292923,2080
52,MLP Hybrid B,0.8742358078602621,"[[46.4  0.6  3.   2.8  0.2]
 [ 1.2 49.4  0.4  0.2  0.8]
 [ 3.   1.  24.4  6.4  0.8]
 [ 1.   0.8  5.6 47.4  0.4]
 [ 0.2  0.4  0.   0.  32.6]]",0.86858197369667,0.8715051741218428,0.8742659338133182,2120
